Year,Name,Revenue,Rank,Twitter,Sector
2021,Zimmer Biomet Holdings,7024.5,414,"""[zimmerbiomet,ZBRobotics,zimmerbiometIND,ZimmerMedEdANZ]""",Healthcare
2021,Xerox,7022,415,"""[Xerox,PARCinc,XeroxUK,Altodigital,XeroxSupport,ArenaGroup,ItecUK,ESI_Solutions,XeroxPartners,XeroxProduction,ROATweets]""",Technology
2021,Arthur J. Gallagher,7003.6,416,"""[GallagherGlobal,AJGPI,Gallagher_P1,ajgcanada,AJGinsurance]""",Finance
2021,Avery Dennison,6971.5,417,"""[AveryDennison,ADGraphics_NA,ADLabelLeader,AD_Careers,ADSmartrac,ADMedical,AveryDennisonTS,PremierLeague,MLS]""",Industrials
2021,Sanmina,6960.4,418,"""[SanminaCorp]""",Technology
2021,Jefferies Financial Group,6955.9,419,"""[Jefferies,Berkadia]""",Finance
2021,Beacon Roofing Supply,6943.9,420,"""[BeaconBuilds]""",Wholesalers
2021,Securian Financial Group,6870.4,421,"""[Securian,SecurianTest]""",Finance
2021,Oshkosh,6856.8,422,"""[OshKoshBgosh,OshkoshCorp,onwnews,OshkoshDefense,CityofOshkosh,visitoshkosh,OshkoshArena,TheGrandOshkosh]""",Industrials
2021,FM Global,6798,423,"""[FMGlobal]""",Finance
2021,Booking Holdings,6796,424,"""[BookingHoldings,bookingcom,kayak,priceline,opentable,agoda]""",Technology
2021,Williams-Sonoma,6783.2,425,"""[WilliamsSonoma,GenevaCommons,WStradecontract,beautifulbriny]""",Retailing
2021,Coty,6737.9,426,"""[COTYInc]""",Household
2021,Clorox,6721,427,"""[Clorox,CloroxCo,Cloroxpro,CloroxPool,CloroxFinance]""",Household
2021,Pioneer Natural Resources,6685,428,"""[PXDtweets,NatResources,SustainableNW]""",Energy
2021,Dover,6683.8,429,"""[DoverCorp]""",Industrials
2021,CMS Energy,6680,430,"""[CMSstrategic,CMSConstruction]""",Energy
2021,Zoetis,6675,431,"""[Zoetis,ZoetisUS,DairyWellness,Zoetis_Ireland,ZoetisBeef,pighealthuk,sheep_farmers,dairy_farmers,ZoetisPigcare,beef_farmers]""",Healthcare
2021,Hanes,6664.4,432,"""[Hanes,NHM_London,HanesMall,HanesBrands]""",Apparel
2021,Packaging of America,6658.2,433,"""[packagingcorp,SappiNA,ReverePackaging,TwoSidesNA,CoinsOfAmerica,compostable]""",Industrials
2021,Regions Financial,6655,434,"""[askRegions,RegionsFS]""",Finance
2021,Graphic Packaging Holding,6559.9,435,"""[GraphicPkg_Intl,MenashaGreen]""",Industrials
2021,UGI,6559,436,"""[UGI_Utilities,UGI_at_UCL]""",Energy
2021,Sprouts Farmers Market,6468.8,437,"""[sproutsfm]""",Food
2021,Avantor,6393.6,438,"""[VWR,VWR_UK,Avantor_News]""",Technology
2021,Veritiv,6345.6,439,"""[Veritiv,VeritivPaper,VeritivClean,VeritivPacks,VeritivIR]""",Wholesalers
2021,Rockwell Automation,6329.8,440,"""[ROKAutomation,ROKcareers,KalypsoROK,ROKAutoEMEA,ROKAutomationIN,ROKAutomationZA,ROKAutomationAU,ROKAutomationNZ,ROKLiveEvent,thejournal_ROK,PlexSystems,ROKAutomationIT,Westbury_CS]""",Industrials
2021,MasTec,6321,441,"""[CentreDigiMedia,DigitalMasterCh,DigitalMediaTMU]""",Industrials
2021,DCP Midstream,6302,442,"""[DCPMidstreamLP]""",Energy
2021,Northern Trust,6301.1,443,"""[NorthernTrust,NHSCTrust,NTWealth,NTInvest,NorthernEdTrust,NorthernDevelop,WesternHSCTrust,NHSNLaG,NCAlliance_NHS,NorthernTrustCo]""",Finance
2021,M&T Bank,6281.2,444,"""[MandT_Bank]""",Finance
2021,Realogy Holdings,6221,445,"""[Realogy,RealogyCareers,RealogyFWD]""",Industrials
2021,NCR,6207,446,"""[NCRonline,NCRCorporation]""",Technology
2021,T. Rowe Price,6206.7,447,"""[TRowePrice]""",Finance
2021,Vertex Pharmaceuticals,6205.7,448,"""[VertexPharma,VertexScience]""",Healthcare
2021,Big Lots,6199.2,449,"""[BigLots]""",Retailing
2021,Ralph Lauren,6159.8,450,"""[RalphLauren,RLCCC]""",Apparel
2021,Ulta Beauty,6152,451,"""[ultabeauty,ultabeautyjobs]""",Retailing
2021,Taylor Morrison Home,6129.3,452,"""[Taylor_Morrison,TM_Careers,PhoenixTM_Homes,HoustonTM_Homes,SouthernCalTM,OrlandoTM_Homes,AustinTM_Homes,SacramentoTM,BayAreaTM_Homes,TampaTM_Homes,RaleighTM_Home,ChicagoTM_Homes,DallasTM_Homes,CharlotteTM_Hom]""",Industrials
2021,Icahn Enterprises,6123,453,"""[IcahnMountSinai,IcahnInstitute,Levy_Library,IcahnDAC,Icahn_MPH,SinaiEM]""",Finance
2021,Blackstone Group,6101.9,454,"""[blackstone,BStoneTalent,mrktgresearch,BTGFederal,blackstonesi,thinkequity]""",Finance
2021,O-I Glass,6091,455,"""[OI_Glass,OIGlass_Craft,BeerLovesGlass]""",Industrials
2021,Fortune Brands,6090.3,456,"""[fortunebranded,FBHS_News,jumperstweeting,BrandInnovators,speakr,LiFTdm,photoninfotech,AvatarLabs]""",Household
2021,NOV,6090,457,"""[NOVGlobal]""",Energy
2021,Ovintiv,6087,458,"""[encana,ovintiv,EventsCentreDC]""",Energy
2021,Alexion Pharmaceuticals,6069.9,459,"""[AlexionPharma,AlexionPharmaUS,AlexionPartners]""",Healthcare
2021,Huntsman,6025,460,"""[Huntsman_Corp]""",Industrials
2021,Equinix,5998.5,461,"""[Equinix,Mainoneservice,EquinixUK,EquinixMENA,equinixmetal]""",Finance
2021,ABM,5987.6,462,"""[ABM_Industries,ABMJobs]""",Industrials
2021,Ingredion,5987,463,"""[Ingredion,ingredionus,IngredionEMEA,IngredionAP]""",Food
2021,Chipotle Mexican Grill,5984.6,464,"""[ChipotleTweets,ChipotleUK,ChipotleJobs]""",Food
2021,Sinclair Broadcast Group,5943,465,"""[WeAreSinclair,SBGC2C,Circa,natwxdesk,automatters]""",Media
2021,LPL Financial Holdings,5871.6,466,"""[LPL,LPLResearch,Crown_Financial,GenWealthFA,BairFinancial,washfinancial,FDG_LPL]""",Finance
2021,Crown Castle International,5840,467,"""[CrownCastle]""",Finance
2021,KLA,5806.4,468,"""[KLAcorp,KLASresearch]""",Technology
2021,Ameren,5794,469,"""[AmerenCorp,AmerenMissouri,AmerenIllinois]""",Energy
2021,KBR,5767,470,"""[KBRPictures,BuildersKbr]""",Industrials
2021,Burlington Stores,5764,471,"""[Burlington,BurlingtonMag,BurlingtonPost,bfp_news,BTVAirport,cityburlington,BurlcoTimes,BTVCITYARTS]""",Retailing
2021,Olin,5758,472,null,Industrials
2021,CACI International,5720,473,"""[CACIIntl,IntelDec,CACI_LocStrat,CACI_iCX,Archon_Secure,CACI_IIG,SAPhotonics]""",Technology
2021,Post Holdings,5698.7,474,"""[postholdingsinc]""",Food
2021,Academy Sports and Outdoors,5689.2,475,"""[Academy]""",Retailing
2021,Arconic,5675,476,"""[arconic,ArconicEHS,abc_create]""",Industrials
2021,Celanese,5655,477,"""[celanese]""",Industrials
2021,Yum Brands,5652,478,"""[yumbrands]""",Food
2021,Fastenal,5647.3,479,"""[FastenalCompany,FastenalCanada,mnworldcup,FastenalSE,fastenal,FastenalMidwest,OvilleFastenal,Fastenal_wstfld,Fastenal_momac,Fastenal_cv,FastenalOEM,FastenalPNW,FastenalPITT]""",Wholesalers
2021,Nasdaq,5627,480,"""[Nasdaq,NasdaqExchange,NasdaqDubai,NasdaqBTCS,NPM,nasdaqcenter]""",Finance
2021,Analog Devices,5603.1,481,"""[ADI_News,Trinamic_MC,icrontech]""",Technology
2021,McCormick,5601.3,482,"""[McCormickCorp,McCormick_Fdn,NorthwesternEng,mccormickspices]""",Food
2021,Carvana,5586.6,483,"""[Carvana,CarvanaRacing,CarvanaTechJobs]""",Retailing
2021,Franklin Resources,5566.5,484,"""[MartinCurrieIM,FCFRC,FTI_Global,FTI_US,FTIIndia,FTI_Canada,FTI_emerging,libertyshares]""",Finance
2021,Electronic Arts,5537,485,"""[EA,EASPORTS,EASPORTSFIFA,EA_DICE,GhostGamesEA,EASPORTSUFC,EAHelp,EAStarWars,EAMaddenNFL,eamusichq,electronicarts,Formula1game,EASPORTSNHL,EAPlay,EAFIFAesports,EAMobile,EA_Australia,EAMaddenMobile,EASPORTSPGATOUR,skateEA,EASPORTSNBA,Inside_EA,EASPORTSNBALM,EASPORTSRally]""",Media
2021,MDU Resources Group,5532.8,486,"""[MDUResources]""",Energy
2021,Select Medical Holdings,5531.7,487,"""[SelectM,selectmedicalc3,TheARDMS,topnursejobs,SelectMedGroup,SelectMedStaff,thebestmedjobs,LvhnSelect,AllevantCares,selectmedcenter]""",Healthcare
2021,Roper,5527.1,488,"""[IndustriesRoper,RoperCenter]""",Technology
2021,RPM International,5507,489,"""[RPMintl,RustOleum,Stonhard]""",Industrials
2021,Cerner,5505.8,490,"""[Cerner,CernerUK,CernerCareers,CernerFdn,CernerNordics]""",Healthcare
2021,Patterson,5490,491,"""[PattersonCos]""",Healthcare
2021,Commercial Metals,5476.5,492,"""[steelsmithinc,Metl_Span,Metaldome]""",Industrials
2021,Boise Cascade Holdings L.L.C.,5474.8,493,"""[Boise_Cascade,BoiseBranch]""",Wholesalers
2021,Hasbro,5465.4,494,"""[Hasbro,HasbroPulse,HasbroWWFan,HasbroGamesUK,Hasbro4Life]""",Household
2021,A-Mark Precious Metals,5461.1,495,"""[Amark_PMI]""",Industrials
2021,Camping World Holdings,5446.6,496,"""[CampingWorld,CWStadium,CampingWorldUK,CWKickoff,CampingTrade]""",Retailing
2021,NetApp,5412,497,"""[NetApp,NetAPPEMEA,NetAppANZ,NetAppAPAC,NetAppME,NetAppPub,NetAppUK,NetAppHCI,NetAppInsight,NetAppCloud,NetAppIndia,NetAppPartners,NetAppIT,NetAppATeam,NetAppGov,LifeAtNetApp,NetAppAssist,cloudcheckr,ArrowECS_NetApp,NetAppWIT,NetAppDoc,NetAppTools,NetAppNKS,spot_by_netapp,NetAppLearning,NetAppCloudData,NetAppG11N,NetAppActiveIQ]""",Technology
2021,Avis Budget Group,5402,498,"""[Careers_at_ABG,WeLuvTravelMgrs]""",Retailing
2021,R.R. Donnelley & Sons,5398.8,499,"""[rrdonnelley]""",Media
2021,Moody's,5371,500,"""[MoodysAnalytics,Moodysinvsvc,MA_CRESolutions,MoodysUSPubFin,MoodysCorp,economics_ma,moodysesg]""",Finance
